videoid,comments,sentiment
uE6iQ5HiJts,Yall really like this shit wack and stupid as fuxk,-1
GttcbM4GxLo,Tati? You don't have any Toofaced products? You should do a full face of Toofaced.,0
Fzz-Pblbvqw,Aww thank you farmers and scientists,1
nXZStT0kvVM,You're the best,1
0hLx_1Q15eY,"Don't get me wrong, I like Kate's voice, but there's something... unusually high and squeaky about it. Does the recording software not do her voice justice? Or does she really sound like a chipmunk?",1
0Pz7DnHikLU,Tyler has spooktober Anthony has c**ktober and dnp have spooky week I'm in heaven ️️,1
yWatz9TAgT0,Michelle you should use the LA girls color correctors they work amazing,1
SeUyzOP3mys,OH MY GOODNESS THAT PINK COMB WAS AMAZING,1
uAI5rSiGyNY,oh. my. goodness. SCOTT and JIMIN from BTS HAVE THE SAME JACKET!!!!,1
uV002CSNDac,But Pauly D is Pauly D D;,0
r30snlzbYaY,I am going to try to recreate this look! I love that it's still really pretty and girly! I'm going to use rhinestones for teeth though!  Great tutorial girl,1
Bn7ZtoFTm2Y,"I just do mascara, brows, lips and covering of the underye in my daily makeup routine. But now i might add blush just cus how cute you look with it. Thaanks for the inspo!  Xx",1
C-V1uXeyGmg,would be interesting to see how the placement of the mirror piece might affect it.,1
i4Q9WRsAZeM,You deserve to be on top. You're the definition of black exellence,0
evvVtqmvE5w,One time a spider got on my feet and I push it away with a toothpaste,0
VEoITVHfyGg,phoeinx? a gift from Newt Scamander?,1
wVXIs2l_WqM,"Loving todays make up, really suits you... go for it more! also that leopard jacket really makes you look good!",1
ufE-HaySXSg,0:42 BOII!!,0
3JYl1XREYLE,David im hungy but i love to watch you,1
CuXq1hOa8_Y,"Part & parcel, y'all. Just part & parcel",0
Z9svINZiBdU,FINALLY! A video about another countries type of makeup instead of South Korea!,0
soC7DtJXMC8,I absolutely love it. And I thought he was going to sing/sample Unthinkable by Alecia Keys,1
ahw3WH_UW7M,Every time you say the word smash incorrectly a puppy dies.,0
g85RGiOgUtI,Omg  why am I living for her Jackie song,0
Zy6vBxqlapw,I'm very like this song that I listen to this every day.,1
CYoRmfI0LUc,Racists: *spews hate and slurs at a damn video welcoming a new baby to the world from parents worth more than their mortgages* Me: *a fellow black and white mixed who couldn't be any happier*,-1
SGuUAtJ8yMM,"I swear, when I first saw the title, I thought it was showing Wonder Woman, anyways, great song!",1
VCWVRo_l26o,my all-time favorite r.e.m. album.  i only listen to the album on rainy days.,1
5qkgFES0r-U,His voice is so irritating.,-1
R1ZXOOLMJ8s,ØH MY GAZEBOS,0
bu9e410C__I,for all of you guys who dont understand this movie..its about a mutant name Demon Bear who feeds off fear.You should search the name and you'll understand,0
o3K44GQwxbA,"I love red letter media, but think the nerd crew is played, relying on the same heavy handed jokes again and again. Often repetition can be funny, but not in this case.",1
ZW4jOlyj-sM,hi rachel and jun..have you tried the game ''cat mario''??,0
L-zZFZiRsTk,Hi I love ️ you so much you are so pretty hope to see some pranks soon,1
iv1zeGSvhIw,Point of order!!!! You are not launching from Cape Canaveral. KSC is technically on Merritt Island. ;-),0
XA_jAJ-dWyQ,I am called daisy,0
zFNapd-oPd8,"you're so beautiful, i can't.",1
c3pFWJCQy5E,I regretted clicking on this video immediately after the first minute,-1
rfMJ-DylWBs,Welcome back sin counter,0
ZyHipL45pwM,"I'm wondering if Mr. Martin planned this to be the be white-boy brigade or, as I'm praying, it's just a sad irony that all these instruments collected from various cultures around the world are now the sad reminders of the beautiful friends we lost so long ago.  Or have we lost them when they live so vibrantly within us...I don't know...I guess I am just wishing I had a bada**  fro and an Aztec tan...but I guess I'm just be the blond haired, blue eyed joke of blending of all of {US}.   I like to think that there are blond-haired, blue-eyed Native Americans...I feel like a Native American, can't I just proclaim it.....I'd like to think I could some kind of redemption to all those have lost their favorite version of America(I hope America is read as North America, South America, and Central America.)   .",1
U2CqZNd6rgM,They should of put the theme song of Jurassic park in the video,0
O-OLBx_gNd8,Scotland deserved it,0
w4SKo5jU64I,"aaahahahha, gogo internet! make the sauce flow!",0
vUC8-qbCVWk,I love this band,1
CxHhJdVETDY,More than the billionaire gave to them,0
y_h_1uN2RQA,I'm in love with you Hunter,1
aZoODXrKVSw,Ci arriveremo?,0
CGN6QXv7sfs,"Wow, how did this pass 7/11/2017?",1
Hk1tNaXzCVo,Luda long head ahhh,0
w4SKo5jU64I,Someone please tell me this is a joke,1
CYoRmfI0LUc,If the soldiers who stormed the beaches in Normandy in June 1944 could see this and what has happened to the world they wouldn't have gone 40 yards up that beach.,0
Q0CbN8sfihY,Is this the last star wars?,-1
TLfwSd-tLcM,When threre isn't 31..,0
TaFlyFkZvM4,Has  a new me me been born,0
thD6TNUoyIk,6/6 boi,0
f8_slzyQEoM,So Beautiful!!!  Warms my heart to see such kindness!,1
njspZowLMBI,"Plz remove ur vineers they dont look good on u, u have good teeth and r pretty the way u r",0
MBdVXkSdhwU,Is there ever gonna be a choreography video :'),0
05v4nfUmBYI,I mean I love the song but Nick's weird dancing puts me off sSO muchh,0
88IdVnUESJw,"Did they want 50 to change who he is, a man/gangster, the last of a dying breed just for NY Hip Hop? Squares like Ebro can never understand 50's divide and conquer mindset and condition, he's a G to the bone.",1
32q2VdiAlb4,Kids in this town have the coolest birthday parties. I don't think I ever went to a birthday party that wasn't just at the kid's house.,1
M_aY0YlQdSM,KD ain't a real champ he's just a little bitch,-1
dE9-DgGYZRU,I SUBSCRIBED!!!,0
YxC70Nr9ViU,I really hope you taught Emilia and Eduardo they're not supposed to climb in the cot with Alessia unless you or Anna are there. I'm imaging all sorts of tragic scenarios here...,0
ILDy6kYU-xQ,Mind with a body,0
LAs5AqpMn4E,I thought this movie had something from Drive in terms of Gosling's storyline. And something from Her. And something from Ghost in the Shell. And the main villian replicant looked like a fem-version of agent Smith from Matrix,0
Z4zXQV94foU,I love the grass coloured hat and the light blue one!,1
V2ImFLZpIJk,lol the irony,1
u6iVspBWzZU,Well..... I've learnt a lot... HeLpMe,0
12vfxYs6F7E,You should learn how to make your eyes cross-eyed...outwards.,0
5s4wlmfGwJ4,MY LEGENDS: -Messi -Xavi -Iniesta -Ronaldinho -Puyol,0
ZudW2Y4qk6Q,"As an EXO-L we are so proud to see them like this ,hopping all of them success & we r not jealous,, WE ARE PROUD OF (KRIS WU ,LUHAN & TAO) OT12 IN OUR HEART ",1
o_6euFCz-qc,"I loved the foundation and everything before you used the MAC bronzer :( It turned you really orange. Maybe it looked different in person, but otherwise I love how the Fenty products made your skin look!",1
w4SKo5jU64I,The absolute state of these fucking nerds,0
F4ELqraXx-U,I LOVE U DARLING!,1
bAdqazixuRY,Great!!!!  Really incredible!!!!  What a job!!!!!Congrats!!!  Now.....I 'm asking myself....Will IA systems do better songs than humans???? Time will tell...,1
eemr5iR-wyc,"this is so disgusting how these people are being. obviously he's dealing with depression and identity crisis and WHO WOULDN'T when you became a celebrity at the time he did, when celebrities had to be perfect and be the character they portrayed all the time. but most of all, let's remember the fact that this lady's first words to him are asking about needing a date after his girlfriend just committed suicide. i dont think all these icons would seem like they mattered much to you either if your girlfriend just killed herself and you're dealing with severe depression. it's disgusting. leave him alone.",-1
3uxsHmxQBHA,"Holy Echo Chamber, Batman",0
pi2k1u6eZuI,What If Doc Brown was a Weeping Angel? SOLD!,-1
tN_Fta2ZgdM,Wtf,-1
nnTcCS07DKQ,Where are the angry brits?,-1
9m2Ozq_1-jY,of course jimin and jungkook are singing the most dangerous lines,-1
_PVVE2x4y-E,"I had a bit of a glossier shopping spree the Monday when uk shipping became available, after watching this I'm really happy about my choices and am looking forward to receiving them. I got the haloscope in quartz, the balm dotcom trio (rose, birthday and cherry) and the phase 2 set (light, brown and zip). Zip looks like it could be the exact wore look red I've been trying to find for months, I can't wait to try it all!!",1
wUHWzsF_qJM,Love your Unique creations you are beyond talented! Love you!!,1
w4SKo5jU64I,Bet you its soy sauce+ ketchup.,0
6x62O8A8qHw,December can't come soon enough.,0
9RSJQV4gTeQ,See patrick massage your face relax me sooo much,1
Wp2TUPo5W0c,Thank you for sharing your story. We will all love and support you. And thank you for being a voice to speak out about this topic to possibly help those who suffer from depression,1
xcJXT5lc1Bg,RIP HARRY.,0
N1bJ5Vv3iUg,Go to and abandon Nazi Consentration camp,-1
p5iH-uKHmfo,This game is somehow more crazier than the stick of truth,0
11S5tcT2Tm0,Hey beybi waww,0
YAD1gCeYzoQ,My respect to all those Dj's the still actually mix live,1
cqSlyWXar8I,There's no way this shit is keeping me from the snowball DAMN IT!,-1
wHSJljq_41I,Congrats buddy. You're still working hard to reach the top. However I'm still waiting for my signed book... It's been over 5 months since the UW meet and greet. Thanks dude. Cheers from Seattle,1
dRX0wDNK6S4,Everybody's talking about heaven like they just can't wait to go... stud,1
qJVOPnfywCk,i love your laughter AHAHAHAH,1
ysS7DMjeux8,It is a shame you didn;t like the mascara - We tend to have the same taste in them and the packgaing looks so beautiful I wanted to really like it aha. Excited for the Tarte Palette. It is nice when brands do things to help raise awareness for current issues.,1
59X_zkBglEY,a cook book?  a book book  ahhhahah,0
eyOHat3p_W4,What kind of a trailer it is......hahaha so fucking awesome,1
KXwgUbuFF3M,I'm 6 ft 3 weigh around 78-80kg and I think I've got a chance in man marking akinfemwa out of a full 90 min game cmon ADEBAYO take the challenge pal,1
r912Kzj8uYg,i see petrol on your eyelids ;;;)))))),0
Tm8LGxTLtQk,my pain and depression killer from childhood was you chester.....we all miss u .....:'(,-1
GdiNiqgaMhM,"LOVE these types of videos from you because you do so well describing products and your honesty, no BS!  ",1
gut423ANiwo,This is so amazing I'm crying,1
XA_jAJ-dWyQ,She is adorable omg,1
vlzHNY2SWps,Ironic how theyre watching Germany Vs. Brazil,0
ucWPplMZnH4,Omg I want these so much!!!,0
ofz2cHLkiRI,الى من  السعوديه لايك,0
yLpAJzHSYKY,Love this!! Xx,1
MiQYQQcG1HQ,When you know nothing about Walmart because you live in the uk,0
wQ5A1Rx64o4,omg!! i want the calendar,0
t3AVtQkEHaE,it was good until the auto tune at the end,1
lno7AN8hLvQ,I think there's a GMM episode in which they determine the best toilet paper. If that helps you shopping ^^,1
3JYl1XREYLE,LOL I loved the banana flavored medicine,1
cq50fkILrwM,I love your makeup look it's so simple and your eyes go really well with that lip colourrrr,1
#NAME?,I really hope this song make it into the top 10,1
#NAME?,where do you buy the pineapple shirt???,0
0HrxgjmzXUs,"Anna don't worry about what people say. My first child was weened on everything organic and fresh, my second, mostly wotsits and magnums!  Don't sweat it! You do you!",1
e4HRUcyMvZY,Take notes Messi,0
uK4plxfJa10,I hate you Joe Weller I can't wait till ksi beats you up haha haha :-),1
2qiBTkVRp1U,"Grace, if yew wer gwanna lewk New Jawrsey then you shewlda tawlked New Jawsey!",1
gWPHeH0vEp4,got'damn!,0
GTfnzOgjRZ8,BT's pundits are the worst. They do remember Madrid tearing them apart last season 3 times right?,-1
U9E2olGqUlU,This must be fake as there's no actor's names and most crucially it doesn't say created by Gene Roddenberry,-1
o4os5TXo6Vk,this is so beautiful.,1
doUdRCrK80E,Soooooo  fkn cutttttteeeeeeeeeee,0
VzPD009qTN4,"Hey! Could I request something?Like the inner body functions? Would be awsome like how body digestion, stuff like that. :)",1
G3fZBW_okks,lol my mum did ur makeup,1
h9TlaYxoOO8,i love it  xD,1
N1bJ5Vv3iUg,That Looked Really Scary,-1
Wp2TUPo5W0c,tag your it tag tag your it,0
mGibr5Uy04w,Bless,1
FN5n87Gj0LM,"Hey Nerdwriter, can I subtitle some of your videos into Turkish and post them ? credits to you of course",1
uy1FAz6zrQE,can't wait to see episode 5,0
ONt_ajHfSiw,Its my birthday yoday can i get 14 likes for 14yrs old,1
v62GQ-KPo2k,"Good game, awful commentator, he barely even mentions any of the players names",0
